txt,result
"고백 인지 봐줘 30 살 남자 입 미다 개인 적 준비 하는 시험 있어서 -> 헬스장 -> 집 반복 회사 동료 이랑은 그닥 가깝게 지내진 않음 잡담 가끔 하는거 말곤 

 같은과 옆팀 보다 두 살 어린 여직원 있는데 친구 도와준 적 있 단말 그거 고맙다고 며칠 전 밥 커피 사겠대 .. 근데 별거 아닌 일이었 기도 날 하체 조 지는 날 공부 밀려있어서 대충 핑계 대고 담 먹자하고 그렇게 끝남 … 

 근 디 오늘 은 밥 사줘야겠다고 해서 따라가서 밥 먹는데 별거 없었거든 고마웠다 내년 인사 이동 얘기 사는지 친구 만나면 하는 
 일상 적 인 얘기 빠 이빠이 했음 … 

 서로 들어갔냐 카톡 주고받다가 이제 잘라고 하는데 “ 좀더 가까이 지내면서 사람 인지 알아보고싶다 좋은 사람 같아 “ 보냄 지금 패닉 상태 뭐라 답 해야 될지 모르겠네 아주 혼란 스러워 .. 친한친구 지내자는거냐 성적 호감 표현 냐 연애 적지 않게 했는데 표현 은 받아 봐서 모르겠다 .. 난쟁이 꼬꼬 마 신검 피셜 173 잘생기지도 않았고 성격 그닥 안 드러냈는데 도대체 어디가 보인다는지도 모르겠네 ;; 보다도 기준 외모 씹 상타 키도 비슷 .. 한테 성적 매력 느낄 포인트 없고 미묘한 분위기 였던 적도 없어서 헷갈림",1
"최근 전 직장 퇴사 
 상대 팀 여직원 
 같은 팀 은 아니지만 유관 부서 아웅 웅 
 가끔 달 번 점심 밥 끼 먹는 수준 지냄 어제 퇴사 하게 돼서 처음 술자리 막상 술자리 처음 죽이 맞아서 과음 
 난는 만취 했지만 전신 은 말짱했음 여직원 많이 취해 속도 조절 번 얘기 했는데도 헤로헤롱 상태 만취 상태 한테 호감 있었다는 둥 이상형 이라고 술 마셨는데 나갈 안기다시피 해서 밖 나감 택시 잡는데 인사 불성 돼서 보내려다가 집 데려다 주 려고 택시 탐 
 안 에서도 계속 앵 겨 무릎 누워서 안겨서 잠 
 도착 해서 깨워서 있다간 책임지지 못 할 일이 벌어질 같아서 택시 잡아서 
 할 워낙 적 인 이야기 하던 협업 부서 사람 생각 지도 못 했는데 술 취해 객 기를 부리는 건지 한테 마음 있는 건지 헷갈림",1
15 살 연하 여직원 좋아하는 같아 부서 15 살 연하 신규 여직원 들어왔는데 오늘 생일 이라고 카톡 뜨니까 스타벅스 아메리카노 기프티콘 보내주더라 지금 여직원 은 생일 이어도 축하 한다는 말 안 해줬는데 여직원 은 기프티콘 보내주고 생일 축하 한다고 톡 보 내줬어 여직원 한테 호감 있는 겠지 내일 크리스마스 이브 보내자고 할까,0
대학 알바 알 동갑 친구 있었는데 직장 생활 멀어지고 그렇다고 엄청 친한것도 아니었어 근데 걘 당시 날 짝사랑 있었나 걔 아예 남자 사람 친구 라 이성 관심 1 프로 없었고 어쩌다 호감 표시 하면 엄청 정색 했었거든 대해 어색하지 않은 편한 사이였음 훨 씬 지났고 우연히 연락 닿았는데 뜬금 첫사랑 고백 하길래 헛소리 말고 잠 자라 상처 받았다고 약 언 제적 얘길 .. 난 관심 없는데 본인 은 한번 다녀와서 돌싱 이야 근데 뜬금 경제력 과시 차는 건물 있고 류 자랑 하는 이유 냐 자랑 할거면 3천 땡겨주고 자랑 라니까 자랑 라나 오래전 연락 끊겼는데 걔 참전 카톡 해서 카톡 뜬것 뿐 연락처 없거든 걘 연락처 있었나 오랫동안 번호 안 바꿨거든 난 모르는 번호 안 받아 모르는 번호 라도 누군데 이래서 전화했다 메시지 남기면 아는 사람 이니 연락 거든 따로 메시지 없는데 한번 전화 오는 번호 있었어 번호 억 아닌데 나중 목록 보고 알았지 걔 이따금 전화했던거였는데 부재 중 전화 수십 개더라 연속 아니고 뜨 문 뜨 문 시간대 다양하고 번호 인터넷 검색 해보고 걔 인걸 짐작 한거야 ;;;; 톡 있고 톡 대화 적도 있는데 전화해놓고 아무 얘기 안해 보통 은 전화 걸어놓고 안 받으면 번호 지웠어 전화 건거 라든지 전화 안 받냐 라든지 그런 얘기 할수도 있잖아 그런 얘길 안해 몰랐고 그렇게 수십 번 안 받았음에도 꾸준히 연락 하는 이유 무서워지려,1
"전여친 사진 인스타 그대로 남겨놓는건 마음 있는걸 여친 3년 사귀었었던 앤데 번 헤어지면 다시 붙을 수 없다고 생각 한다고 했고 여자 사랑 하지 않는다고 해서 헤어졌대 
 인스타 인 스타일 뿐 굳이 지금 상황 헤어진 상황 보여주려고 지워 야한다고 생각 하진 않는다 말 했었거든 호감 가지 지내는 남자 사람 친구 지금 외국 있어서 관계 진전 시키진 못 
 인스타 여친 찍은 사진 여친 대학원 졸업 사진 이런거 남겨놓는거 ... 말 은 저렇게 해도 아직 좋아하는 겠지 헤어진건 올 3-5월 사이",0
"여성 분 은 친구 아는 동생 알 됐냐 면 친구 노 와중 여성 분 마주치게 되고 친구 한테 여성 분 스타일 이라고 해서 술 마시고 알 사이 여자 한테 첫인상 되게 맘 들어서 술 마시 자고 했다고 직접 적 다가갔으나 그땐 남친 있었고 진전 은 없는 상태 

 근데 최근 인스타 스토리 보면서 디엠 여행 얘기 다가 나도 여행 생각 중이 라니까 해외여행 가자더라 

 입장 에서는 아무리 해외 갈 사람 없어도 별로 친하지도 않은 이성 친구 랑은 안 갈것 같거든 무조건 호감 은 있는 상태 않나 싶은데 
 은 어캐 생각 …",1
"여자 심리 궁금함 난 30 대 후반 남자 등산 모임 봤는데 산 타고나서 집 가는길 이길래 차로 바래다주다가 크리스마스 묻길래 친구 불러서 놀지 할지 모르겠다고 했는데 
 여자 호감 없으면 크리스마스 안 묻지 김치 국",0
"글 못 써서 아파트 정렬 식 글 쓸게 

 기본 정보 
 2 상대 대학생 학기 5 살 차이 
 상대 상대 카톡 안 하는 스타일 두 번 식사 했는데 만날 카톡 안함 카톡 상대 카톡 은 안 하는데 인스타 스토리 꼬박꼬박 올림 있을 스토리 올림 
 인스타 안함 비공개 계정 가끔 들어가서 친구 생사 확인 하는 용도 
 전화 서로 안함 상대 저녁 7시 쯤 알바 가고 늘 새벽 23시 끝남 사건 발달 
 상대 아직 대학생 친구 대외 활동 사람 알바 사람 만남 잦음 번 만나면 새벽 아침 술 마시는 경우 많음 연락 안되 는걸 번 뭐라 적 없음 뭐라 할 자격 없지만 
 근데 전 새벽 2시 쯤 퇴근 했다고 카톡 고생 했다고 해주고 취침 
 일어나 보니 아침 6시 카톡 와있길래 이렇게 일찍 일어났냐고 답장 
 근데 10시 답장 안오길래 인스타 들어가 봤더니 밤새 알바 하는 동기 남녀 섞어서 술 마시고 아침 조조 영화 보러 감 감정 이상해 짐 바랬던 건 알바 끝나고 이러 이러해서 이러 이러한다 라는 카톡 였는데 인스타 스토리 보게 되니까 기분 상함 나를 뭐라 생각 하는지 전혀 모르겠었음 12시 연락 없길래 궁금한게 계속 연락 할거냐 물어봄 오후 3시 쯤 동기 놀다가 11시 쯤 집 자다 일어났다 오빠 연락 계속 할건데 물어봐서 이러 이러해서 마음 모르겠다 연락 연락 하는 건지 호감 은 있는 건지 말 당연히 호감 있고 그러기 때문 나를 만난다 근데 원래 연락 많이 하는 편도 아니고 여러 상황 때문 나를 신경 못 쓴것도 맞다 애초 일상 스토리 올리니까 일상 카톡 말 안해 볼 수 있다고 생각 했다 답 옴 바빠서 카톡 못 하다가 저녁 퇴근 카톡 들어 가보 우체국 다녀왔다 알바 출근 했다고 하길래 오늘 바빠서 이제 연락 한다 고맙다 이야기 해줘서 식 카톡 보냈음 오늘 일어났는데 오전 5시 반에 이제 집 왔다고 카톡 옴 스토리 들어가 보니 동기 술 먹고 들어감 고민 
 사귀는 사이 아닌데 많은 바라는걸 
 알바 끝나고 동기 맥주 잔 집 가게 잘자 같은 카톡 이제 뭐라고 카톡 해야 할 지 모르겠어 모르는 쿨한 평소 해야하나 사귄다고 성향 바뀔까 연락 계속 하는게 맞나 .. 좋아하는 같아 상대 호감 있다고 말 하긴 했는데 행동 보이진 않어 

 오늘 쉬는 날 아침 자동 적 눈떠지는것도 짜증나는데 상황 이렇다 보 뭔가 기분 꿀꿀해서 오랜 썸 타고 해야 할지 모르겠네",0
길 가다가 차가 좌우 회전 해서 들어올 수 있는 계속 빠져서 차쪽 걸어주는거 호감 매너,0
"누군가 좋으면 좋아하는 티 내나요 숨기나요 여자 좋아하는데 
 지금 단둘 술 마셔 보고 내일 마시기 했는데 
 사람 좋은 사람 봐서 단둘 마시는 건지 .. 호감 있어서 단둘 마시는 건지 모르겠네요 ..",1
연락 힘드네 소개팅 연락 은 계속 하긴 선톡 오고 먼저 만나자고도 하는데 퇴근 하고도 2시간 만에 답장 하는거는 ... 호감 있는거야,1
많이 순진하단 이야기 듣는데 연애경험 1 번 썸 몇번 다인 데 .. 친구 보고 맨날 순진하다 그러는데 남자 한테 최근 들이 대서 그걸 친구 한테 얘기 하니까 개수 작 부리는 라는 데 개수 작 부리는거랑 호감 있어서 표현 하는거랑 달라 자꾸 개인 적 인거 물어보고 술 사준다 그러고 은근 터치 ..,0
"친구 술 마시러 갔다가 알 남자였긴 진지하게 관심 있는 행동 했고 진지하게 본인 한테 관심 있는게 아닌 같다며 서운해하고 만나서 데이트 했고 술 마시긴 싫은데 있고싶긴 해서 방 잡고 있었어 방 잡기 전 안 할거라고 얘기 상태 
 보니 상대방 은 진도 끝 나가고싶어 했고 난 안 하고싶었거든 스킨 쉽은 있었지만 마지막 단계 까진 안 갔어 근데 담날 정 떨어졌는지 연락 끊더라 같은 경험 벌써 세번 째 항상 하고싶어하지 않아하거든 귀 기전 조심스러워서 

 흥분 되었고 해야 할거 같은 분위기 안 하면 그걸 충분히 호감 있다가 정 떨어져",0
"남자 호감 있어서 맞아 총 두 번 봤고 한번 약속 잡다가 
 카톡 흐지부지 끝났는데 갑자기 옷좀 봐주라 카톡 왔는데 맞겠지",0
"여자 분 한테 호감 잇는것 같은데 적극 적 해볼까 새로 들어온 신규 분 
 부서 달라 볼일 은 없는 뎌 
 저번 1 층 엘리베이터 낫는데 
 눈 마주 쳣 는데 
 웃더라고 마스크 썻는데 눈 웃엇음 전화통화 몇번 햇 는데 되기 친절히 받구 
 갑자기 찾아와서 부서 과장 님 물건 찾는데 
 한테 와서 부서 그거 잇냐 물어봄 굳이 한테 와서 묻지 말 걸구싶은 
 튼 한테 호감 잇는것 같은데 
 나도 걔 괜찮은데 
 적극 적 가볼까 
 말 걸어 볼까",0
"모임 만났는데 
 3-4 번 본 상황 
 그리 친하진 않음 여자 분 먼저 인스타 아디 물어봤는데 
 성적 인 호감 없어도 가능한거지",0
"같은 회사 여직원 명 있어 

 퇴근 카페 가고 주말 백화점 옷 사러 가고 밥 먹고 하긴 하는데 

 통화 오래 재밌게 한다거나 연락 따로 한다거나 이런건 아니란 말 카페 가도 둘이서 할 거든 책보 거나 일하거나 

 걍 사람 워낙 성격 좋고 해서 친하게 지내는 싶은 생각 들고 모르겠네 서로 간 보는 단계 인 맞는지 안 맞는지 사람 한테 호감 있어서 그런 건 지 성격 그런 건 지 간 보고 있는 건지 감 안 

 데이트 다운 데이트 영화 보고 한번 적 없어 

 보여 영화 보러가 자고 해도 되려나 진전 시켜도 될까",0
"옛날 일이 긴한데 그린 라이트 맞는지 봐줘 서양 놀러 갔을 
 남녀 혼숙 밤늦게 도착 해서 잠자고 
 담날 아침 일어나서 로비 같은데서 차 한잔 하고있는데 
 20 살 보이는 금발 소녀 지나가면서 활짝 웃으면서 하더라 

 분명 지나가는 동선 봤을 나쪽 계속 처 볼 이유 없었는데 말 뭔가 심 상치 않아서 쳐다봤더니 .. 심쿵 

 여행 내내 아무 그런 사람 못 봤는데 걔 보고 호감 느낀거였겠지 아쉽다 안 보낼",0
"마트 메로나 사러 갔어 거기 스탈 여성 분 계셨는데 
 날 보자마자 귀 머리카락 넘기더라 호감 이야 나맘 에든",0
"이성 실시간 톡 퇴근 가끔 자주 면 
 호감 은 있다고 봐도 되는거지",0
"이건 마음 일까 경기도 서울 출퇴근 힘들다고 
 맨 늘 얘기 거든 .. 거래처 사람 사적 인 얘기 하는 
 썸 비슷한 느낌 적 인 느낌 인 사이 .. 호감 있는걸 … 서울 다시 돌아가야 한다고 하니까 상대방 서울 오라 동네 번화가 오라 했어 대화 
 보고 짝 만드는게 빠를것 같다고 했거든 .. 근데 저번 비슷한 얘기 할 아직 
 저리 잡기 전 연애 생각 은 없다고 했어 헷갈리게 하네",0
"부서 층 접점 없는 분 
 우연히 마주쳐서 커피 번 사러 간 이후 
 개인 적 연락 먼저 커피 마시 자하 지나가다 봤다고 분 한테 호감 있거든 분 커피 잔 하자 해서 나가면 본인 대학원 후배 데리 나오는데 사람 인지 분석 하려는 질문 계속 던지구 .. 날 좋을 산책 하자고 해서 나가면 대학원 후배 나오고 근데 나를 무조건 옆 있도록 해서 산책 지나가다가 나를 달려와서 가자고 퇴근 갑자기 궁금해졌다면서 퇴근 했는지 물어보고 카톡 이어 나가진 않아 먼저 산책 하자고 연락 해도 대학원 후배 나오고 솔직히 대학원 후배 분들 은 부담스러운데 
 옆 ‘ 회식 하자 ’ ‘ 산책 하는 재밌으니까 맨날 하자 ’ 이렇게 옆 던지는데 
 뭔가 공유 되는 같아서 불편 스럽네 카톡 관심 있는 분 따로 보자는 뉘앙스 슬쩍 던지면 후배 회식 하는데 불러주겠대 친목 불러내는 아님 호감 있는 같아서 떠보는",0
"운동 하는 여자 분 있는데 
 마침 몇번 마주 치고 보니 동갑 이라고 하니까 서로 
 신기해서 저런 얘기 했네요 이후 아직 알 지는 못 사이 라서 
 인스타 팔로우 맺고 지내고 있는데 

 몇번 대화 이후 로는 운동 끝나고 
 날 디엠 오더라구요 오늘 운동 재밌었다구 수고 하셨다 

 이후 로는 맞춰서 가서 운동 오긴 했는데 

 운동 본 건 1 달 되는데 

 대화 해보고 실제 알 건 3일 째네요 운동 끝날 쯤 집 오면 디엠 먼저 오긴 하는데 … 

 주로 하는 이야기 운동 이야기 외 사적 인 이야기 

 운동 하면서도 사시 냐 은 할만 하시냐 

 동갑 이라서 좋았는데 못 보게되 아쉽다 

  이제 분 운동 변경 되서 아쉽다네요 아무래도 먼저 디엠 보내주시고 하시는건 좋은데 

 입장 에서는 아무래도 괜히 착각 해서 마음 표현 하다가 

 만의 착각 불편해지셔서 운동 안 나오시는건 

 아닌가 싶기도 봐도 답답하네요 친한 친구 면 충분히 호감 있는거다 해봐라 

 하는데 다가 가볼까 연락처 물어보고 

 연애 많이 못 해봐서 런가 여자 아직도 모르네요 답답하시겠지만 조언 부탁드립니다 내일 오늘 디엠 하다가 맞춰서 뵙기로 했네요 운동 하자구",1
"카톡 은 받아주는데 
 남자 쪽 아무리 봐도 호감 은 없어 보여 ... 가끔 칼답 해줄 있지만 본인 심심할 인거 카톡 평균 1시간 쯤 매일 하긴해 ... 직진 해야 할지 조금씩 친해져야 할지 어렵다 관심 없는 여자 들이 대면 부담 스럽지",0
"한테 호감 잇는것 같은데 괜히 마음 없는데 나설 필요 업지 음 .. 난 남자구 
 냥 직장 밴데 한테 호감 잇는것 같 카톡 선물 도보 내주고 
 발령 낫다 선톡 보내고 
 근데 
 솔직히 외모 스타일 아님 근데 연애 못 해봐서 
 여자친구 사귀는 경험 할 겸 
 여자 분 한테 먼저 말 걸고 안 그러는게 낫겟지 사귄다하더라도 여친 한번 사겨 본 경험 쌓는거말곤 
 의미 없으니까 조아하는게 아닌데",0
썸탈 남자 한테 생리 얘기 하나요 있으면 한다구 알려주는데 .. 호감 표시 서로 했고 포옹 뽀뽀,1
"선생님 동갑 자꾸 뭘 줘 피티 선생 6 번 째 
 이다 자꾸 섭 끝나고 프로 틴 주구 
 시 작전 커피 주고 

 오늘 섭날 아닌데 커피 쿠폰 주고 

 바프 따라온다하고 

 호구 잡힌거야 아님 호감 딴 선생 은 안 이래서 
 뭔가 싶음 선생님 한테 적 은 있어도 받은 적은 없는데 
 이렇게 ..",0
"성 서비스 센터 갔는데 명함 번호 적어주는건 호감 표시 인 건강 
 폰 고쳐 엔지니어 분 
 쓰다가 궁금한거 있으면 전화 달라면서 폰 번호 적어 줬는디 
 저번 몇번 갔을 땐 적 없어서 호감 표시 인 .. 직장 생활 얼굴 맛탱 가서 대학생 이후 적 처음 설레넹 헤헤",0
"소개팅 삼프터 했는데 
 모르겠다 모르겠어 카톡 연락 하는거 좋아하는데 
 만나기 전 그게 안되는거 같다고 생각 

 일주일 한번 만나니까 
 뭔가 만날 마다 새로운 사람 만나는 느낌 이야 만나면 재밌긴한데 
 상대 평일 주말 할 없이 
 답장 오는데 1시간 걸리는 편이 라 
 기다리다 텐션 떨어져서 
 카톡 답장 할 의욕 상실 돼 ... 호감 관심 있으면 
 카톡 안 하던 사람 
 하게 되지 않아 첫 만남 약속 정 하는거는 
 먼저 연락 했고 
 길어서 
 .. 연락 성향 안 맞겠다 싶었는데 
 삼프터 생각 변하질 않아 

 삼프터 헤어지면서 
 밥 사주겠다고도 
 영화 보러가자고도 하던데 
 날짜 아직 안정 했거든 애프터 삼프터 분 먼저 하긴 하셨어 만나는 날 하루 이틀 전 .. 

 먼저 만나자고 해볼까 싶다가도 
 상대 한테 호감 있다는 생각 안 들어서 
 망설여지고 
 상대 한테 호감 있는건 지도 모르겠고 
 안 맞는건데 연락 이어가는게 의미 있나 싶고 
 생각 하는 중 

 성격 문 젠 예민한거면 말 해줘",0
상대방 남자 스토리 계속 디엠 답장 스몰톡 만나자고도,1
"7 살 어린 애가 오빠 여친 없을까 7 살 차이 
 친구 옛날 영화 맨날 말 통 하면 되지 

 난 찐 따 남 이상형 이야 오빠 같은 사람 없어 호감 있단 말 이야",1
"소개팅 남 애프터 안 잡고 연락 은 계속 하는데 할까 .. 오늘이 소개팅 한지 3일 째임 나름 아침 인사 밥 먹고 저녁 먹고 했다 자기전에 저녁 인사 

 평소 애인 하는 하루 일과 보고 할만 ... 갑자기 약속 생기 면 약속 나가는 중이 이런거 

 질문 해서 카톡 안 끊기게 하는데 

 만나잔 말 없음 ... 물어봐야되 

 아님 맘 없는데 간 보는걸 호감 있어서 보고싶긴 ... 특수 직 스케줄 아직 안 나와서 못 물어봤대",1
웅 쓰면 호감 웅웅이 면 고백,0
호감 있어하는 남자 술 먹이 싶어해 ... 단둘 술 마실 때임 호감 있으면 술 마시기 싫으면 안 마시게 해줘야 하는거 아니냐,0
"나를 좋아한다고 느껴지는 친 있는데 그렇게 느낀 
 이유 냐 면 초기 관계 한테 고백 아닌 고백 했고 여친 헤어지거나 해서 프사 내리면 항상 먼저 연락 오고 술자리 모이 면 무조건 옆 앉고 보고 집 데려다 달라 하는 친구 라 한테 관심 있다는건 진작 눈치 채긴 했음 근데 사귈 생각 은 없고 분명히 초반 말 했어 친구 로만 지내고 싶다 사귈 생각 없다 친구 친구 지내자 했는데 

 솔로 남친 있건 말건 보는 약속 잡는게 거리 낌 없더라고 근데 커플 땐 연락 먼저 안 옴 근데 나도 솔로 땐 남자 놀다가 데이트 한다고 영화 보고 밥 먹고 놀러 다니면 기분 전환 되고 한테 나쁠건 전혀 없잖아 자는 사이 인 파트너 아니라 죄 짓는 기분 안 

 이제 서른 초반 결혼 적령 기자 애매한 친구 인 듯 썸인듯 근데 썸 은 아닌 관계 유지 해야 싶고 근데 좋다고 이미 거절 했고 솔로 유사 연애 기분 썩 나쁘진 않고 머리 아프네",1
"귀 자고 백 면 호감 맞아 근데 나를 좋아하는진 못 느꼈거든 .. 눈빛 ... 스킨십 은 살짝 손잡으려고 
 어깨 감싸려고 그러더라 상대방 30 중반 마음 모르겠어",0
"본인 은 공공기관 다니고 있는데 
 기관 파견 공무원 나와있는 분 11 살 차이남 
 1년 파견 끝나고 돌아갈 예정 
 복귀 업무 적 연결 될 가능성 있음 요즘 계속 퇴근 하고나서 연락 오는데 
 몇번 둘러대며 선 긋긴 했는데 
 사실 첫인상 호감 이었던 분 설레기도 하는데 

 이건 아니지 역시",1
"사진 교환 안 했는데 마카 세 예약 남자 
 찐 호감 .. 소개팅 어플 아니고 커뮤 좋아하는 가수 얘기 하다가 친해짐 
 애초 소개팅 아니고 얼굴 봐야 할 이유 없는데 
 "" 맛있는 데려갈게요 예약 해놨어요 "" 라면서 보자고 했으면",1
"이렇게 받아도 되나 싶을 표현 해주는 소개 녀 
 3 번 만났는데 매일 아침 마다 다정한 연락 만날 마다 작은 선물 편지 챙겨주고 대화 나온 작은 특징 습관 취향 기억 하려고 노력 .... 사람 은 사랑 세포 프라임 세포 보다 .' 생각",1
계속 되는 눈맞춤 호감 있는 같은 부서 아니고 옆 부서 3월 인사 이동 만났고 처음 인사 하고는 상대 눈 마주 치고 쑥스러운 듯 눈 피 했음 볼 관심 있어서 신경 써서 봄 업무 주 1회 얘기 하는데 얘기 할 마다 눈 엄청 마주침 할 크게 신경안 썼는데 의식 보니 많이 마주치더라 가기전에 인사 고개 숙이고 다시 들고 나갈 마주 치고 있는데내가 번 실험 한다고 끝 마주쳐 봄 눈웃음 은 죽음 단서 미약 데 이정 시그널 은 아니려나 호감 아예 없으면 눈 안 마주치지 않아,0
호감 궁금한게 있습니다 장거리 비행 할 엑스트라 레그룸 좌석 앉았어서 승무원 분과 가까이 앉을 기회 있었는데 한테 아는 사람 닮았다고 먼저 말 걸고 나이 물어보시고 스넥 많이 챙겨주셨어요 입국 장 다시 마주쳐서 번호 물어봤는데 주시더라고요 아직 연락 은 안 해봤지만 승무원 분들 자주 베푸시는 친절 호감 혼동 싶진 않아서요 비행기 자주 타는데 적 은 없었어서 헷갈립니다 일반 적 승무원 분들 승객 먼저 말 경우 있는지 승객 번호 물어봤을 주시는지 궁금해서 여쭤 봅니다,1
앙앙 은 호감 이다 카톡 으 직장 동료,0
"썸 인지 쌈 인지 분간 ... 
 마음 든 상태 상대 한테 밥 먹자 제안 술 먹자고도 제안 하드 라 근데 나를 엄청 놀려 .. .. 할머니 같다고 .. .. 장난 많이 치는데 .. 
 호감 아니고 .. 친구 생각 하는 겠지",1
"친한 사이 아침 간단하게 서로 문자 주고받고 

 점심때 종종 음식 사진 찍어서 한테 보내주고 

 퇴근 하는 길 전화통화 거든 알 지는 1년 반 됐구 

 전 에도 가끔 통화 하는데 길어지면 세  편한 .. 난 친구 이성 호감 있는데 

 친구 동성 친구 편한거 같아서 

 발전 가능성 없나 ... 싶어 

 심란한 밤 이다 ...",1
소개팅 남자 분 계신데 되게 호감 엿 3 프터 만났는데 남자 쪽 갑작스럽게 파토 내버림 난 속 되게 아쉬웠구 ... 지금 속상해 이유 추측 할 뿐임 연애경험 적어서 뚝딱 거리 연락 부담스러워서 자꾸 피 했어 다시 연락 해보고 싶은데 싫거나 관심 아예 안 들까 생각 들어 ...,0
사무실 짝사랑 하는 12 살 어린 여직원 있는데 오늘 인스타 선팔 하더군요 사실 인스타 선팔 하려다가 좋아하는 눈치 챌까봐 인스타 몰래 봤는데 오늘 여직원 인스타 선팔 먼저 이렇게 호감 표시 해주네요 내일 은 장미꽃 한송이 사서 여직원 책상 갖다 놓으면서 사무실 썸 타 봐야겠어요,0
"상대방 호감 있을 하는 행동 
 하란 대로 카톡 프사 바꾸라고 3년 전 사진 지금 사진 바꿈 싶은게 많음 나면 오늘 하루 어땠냐고 꼭 물어봄 드라이브 싶다고 하면 차끌 오고 운동 싶다고 하면 그거 건강해지는 음료 같은 챙겨 줌",1
"살다보면 사람 한테 호감 있구나 관심 있구나라는 깨달 은 순간 있자나 
 순간 그걸 깨 달았어 몇개 순간 기억나는데 
 모임 어딜 가든 사람 주변 맴돌 
 오랜 꾸미고 만났을 눈 똥그랗 뜨고 불타는 아이컨택 했을 
 지나가면서 말 시험 기억 그날 아침 깊콘 보 내줬을 
 첫인상 얘기 첫인상 안 좋은 편이 얘기 하니까 옆 들릴 락말락 아닌데 좋았는데 .. 하는거 들었을",1
상대방 자꾸 쳐다보고 말 안되는 괜히 연락 물어보고 실없는 대화 이어가려고 노력 하는게 눈 보임 늘 선톡 오고 날 궁금해하고 아파도 걱정 만나려고 집 갈 반대 방향 같은 방향 굳이 감,1
"학교 후배 집 술 마시기 했는데 
 보통 여자 분 중 호감 없는 남사 친 집 
 술 마시러 놀러 갈수 있나요 .. 원래 근처 모텔 잡고 잔다고 했다가 
 집 자고 가기",0
여자 들고 있을 무거워 물어보는거 호감,0
"달 전 친한 후배 친구 보러 간 자리 처음 본 여자 연락 중 입니다 여러 명 모였을 술자리 2 번 보고 마음 들어서 따로 연락 해서 2 번 봤는데 한번 은 12시 쯤 만나서 밥 카페 밥 먹고 9시 쯤 헤어졌고 저번 주말 점심 친구 사는 지역 놀러 가서 11시 놀다가 헤어졌습니다 티키타카 된다고 느꼈고 쑥맥 호감 표현 크게 하지는 못 친한 오빠 동생 놀기는 말투 은 친구사이 쓰는 말투 였었는데 갑자기 날 이후 로는 귀여워졌습니다 근데 카톡 답장 많이 느리네요 기본 3-4시간 길면 8-9시간 답장 은 꼬박꼬박 성의 있게 오긴하는데 
 성적 인 호감 없는 상대 2 번 1 대 1 로는 하루 종일 놀지 않을 같아서 이제 호감 표현 크게 해보려는데 타이밍 안 나오네요 일부러 친구 그런 낌새 보이 피하 같기도 하구요 .. 인스타 보 남사 친 있는 스타일 인 같기는 아무래도 한테 호감 없는걸 20 대 중반 친구 20 대 초반 입니다",0
"미용실 담당 쌤 사적 커피 먹기 했는데여 
 항상 가던 미용실 있는데 담당 미용사 분 머리 자르고 성격 좋아서 1년 전부터 다니게 되었어요 근데 서로 케미 좋고 이야기 통해 서로 전여친 분 전남친 이야기 엄청 서로 시 덥잖게 농담 친해졌는데요 전 스토리 올린거에 답장 디엠 오길래 
 머리 되서 날 가겠다고 하니 조용할 시간대 오시 수다 떨게 하길래 마침 머리 자를 되서 예약 갔는데 머리 자르는 도중 2-3 주마 한번 가다가 미용실 번 한번 자르고 와서 달 반 반 왔는데 사귀던 남자친구 헤어졌다고 하더라고요 엥 지 싶었는데 서로 
 서로 썰 풀 님저 안오시지 << 말 엄청 많이 다녔다고 하더라구요 오늘 거기 근무 하시는 분 씨익 웃으면서 눈치 줬다고 했음 웃으면서 카페 공부 왔다고 하니까 공부 하러 가시냐고 묻길래 공부 하러 간다 하니까 카페 가면 님 볼수있는거에요 이러길래 당연하죠 오시 면 커피 드릴게요 하니 100 잔 먹을건데 괜찮아요 이렇게 장난 치다가 남자친구 헤어져서 그런지 살짝 축 쳐진거 같아가지고 반 장난 이야기 할거 많은거 같은데 말 못 하는거 같아 보여 욬 << 이라고 하니 아셨냐고 맞다고 할 이야기 엄청 많다 해서 담 카페 가서 얘기 해주세여 하니 담주에 만나지고 디엠 하자고 하는데 

 묻고 싶은건 전 반 고객 생각 했는데 
 님 안오시지 이야기 많은 스텝 알 다니는게 흔한 건지 미용사 손님 사적 커피 먹는게 호감 인지 아님 전남친 극복 썰 이런거 풀 조언 려고 하는 건지 예전 머리 전여친 헤어지고 그런 이야기 많이 담주에 보기 했음",1
"어릴 게임 알 지내던 누나 명 있었는데 완전 지역 이사 갔었다가 연락 끊겼었거든 날 카톡 알림 누나 생일 뜨길래 연락 해보고 싶어서 
 년전 서로 생일 챙겨주면서 안부 인사 그렇게 지냈단 말 이여 
 그러고 취업 나서 나름 누나 멀지 않은 취업 했는데 1시간 거리 
 날 대화 하다가 갑자기 보러 기차 타고 온다고 하네 오랜 얼굴 보자는거겠지 아무 호감 없이 안 본지 10년 은 넘어서 떨리긴 하네 .. 어릴 좋아했어서",1
"전화 자주 하는데 
 카톡 보내는데 카톡 하다가도 전화 
 느닷없이 난대 없이 전화 
 가끔 먼저 전화 해주면 좋아하고 .. 걍 행복 회로 아님 남자 호감",1
